index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,RR:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,0,5.53844e+06,123804,125958,2.14207e+07,2.18088e+07,429510,429530,7.68318e+07,0,0,0,0
0,1,5.531e+06,125997,128227,2.13944e+07,2.17826e+07,437263,437230,7.68717e+07,727.372,276.125,727.372,276.125
0,2,5.51376e+06,127588,129838,2.13581e+07,2.17463e+07,443207,443128,7.69552e+07,738.901,280.485,738.901,280.485
0,3,5.49104e+06,128317,130561,2.13171e+07,2.17052e+07,446579,446421,7.70606e+07,746.552,283.351,746.552,283.351
0,4,5.46752e+06,128162,130375,2.12771e+07,2.16647e+07,447054,446791,7.71728e+07,749.435,284.385,749.435,284.385
0,5,5.44747e+06,127242,129406,2.12433e+07,2.163e+07,444789,444416,7.72766e+07,747.506,283.582,747.506,283.582
0,6,5.43409e+06,125785,127894,2.12195e+07,2.1605e+07,440372,439911,7.73593e+07,741.495,281.233,741.495,281.233
0,7,5.42919e+06,124075,126135,2.12079e+07,2.15919e+07,434663,434159,7.74126e+07,732.705,277.85,732.705,277.85
0,8,5.43308e+06,122393,124420,2.12086e+07,2.1591e+07,428614,428129,7.74331e+07,722.707,274.042,722.707,274.042
0,9,5.44477e+06,120979,122996,2.12199e+07,2.1601e+07,423107,422707,7.74227e+07,713.055,270.407,713.055,270.407
0,10,5.46222e+06,120005,122040,2.1239e+07,2.16191e+07,418841,418587,7.7387e+07,705.056,267.442,705.056,267.442
0,11,5.48277e+06,119568,121645,2.12622e+07,2.16419e+07,416272,416211,7.73349e+07,699.644,265.495,699.644,265.495
0,12,5.50352e+06,119686,121827,2.12857e+07,2.16658e+07,415598,415753,7.72763e+07,697.319,264.744,697.319,264.744
0,13,5.52173e+06,120308,122524,2.1306e+07,2.16871e+07,416764,417129,7.72214e+07,698.15,265.199,698.15,265.199
0,14,5.53513e+06,121322,123614,2.13201e+07,2.17029e+07,419492,420031,7.71789e+07,701.808,266.715,701.808,266.715
