index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,RR:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,0,989763,2091.21,711.21,2.08282e+06,1.2488e+06,6395.02,2564.56,8350.35,68918.4,231177,31017.9,1.22036e+08,0,0,0,0
0,1,1.00593e+06,1999.7,819.05,2.09024e+06,1.2465e+06,5991.97,2900.08,8931.85,63682.9,212030,32916.3,1.22037e+08,3.67922,3.47711,3.91749,2.01288
0,2,1.02196e+06,1921.92,950.816,2.09656e+06,1.24449e+06,5668.82,3318.57,9708.99,59009.3,194825,35424.1,1.22043e+08,3.47957,3.97023,2.17968,4.09227
0,3,1.03774e+06,1861.74,1115.05,2.10178e+06,1.24275e+06,5409.72,3837.96,10720.2,54855.1,179447,38667.4,1.22048e+08,3.31899,4.58249,4.6408,5.41426
0,4,1.05313e+06,1817.76,1320.45,2.10587e+06,1.24129e+06,5206.54,4483.58,12017.9,51184.4,165768,42805.5,1.2205e+08,3.19271,5.34392,6.13914,4.8916
0,5,1.06796e+06,1788.44,1577.87,2.10878e+06,1.24013e+06,5052.98,5287.71,13669.6,47963,153664,48042.1,1.22049e+08,3.09686,6.2928,3.10997,8.42172
0,6,1.08206e+06,1772.41,1901.02,2.11041e+06,1.2393e+06,4943.81,6291.01,15761.9,45158.1,143018,54637,1.22047e+08,3.02822,7.47753,3.28513,8.31841
0,7,1.0952e+06,1768.44,2306.94,2.11062e+06,1.23885e+06,4874.66,7544.23,18405,42738.9,133714,62919.4,1.22042e+08,2.9841,8.95879,9.24266,10.1768
0,8,1.1071e+06,1775.25,2816.42,2.10923e+06,1.23884e+06,4841.64,9109.58,21737.5,40676,125647,73303.5,1.22034e+08,2.96208,10.8116,2.3111,10.191
0,9,1.11743e+06,1791.46,3454.09,2.10598e+06,1.23936e+06,4841.11,11061.6,25931.3,38941.2,118718,86304.2,1.22024e+08,2.95992,13.1267,4.15472,12.7081
0,10,1.12581e+06,1815.38,4247.86,2.10054e+06,1.24053e+06,4869.29,13486.5,31195.4,37506.8,112832,102551,1.22011e+08,2.97529,16.0106,6.8378,14.1576
0,11,1.13176e+06,1844.86,5227.12,2.09252e+06,1.24251e+06,4921.89,16478.3,37776,36344.8,107900,122795,1.21995e+08,3.00554,19.5823,0.339377,20.4727
0,12,1.13478e+06,1877.12,6419.02,2.08145e+06,1.24549e+06,4993.75,20130.4,45951.1,35425.2,103834,147899,1.21976e+08,3.04749,23.9648,1.06809,22.4879
0,13,1.13431e+06,1908.63,7842.15,2.0668e+06,1.24971e+06,5078.36,24519.7,56013,34715.2,100546,178807,1.21953e+08,3.09713,29.2681,1.93593,29.2681
0,14,1.12979e+06,1935.05,9496.96,2.04804e+06,1.25545e+06,5167.6,29681.4,68235.4,34177.5,97943,216458,1.21925e+08,3.14945,35.5608,2.09001,35.5608
0,15,1.12073e+06,1951.38,11353.8,2.02468e+06,1.26305e+06,5251.57,35574.7,82819.5,33769.1,95924.7,261656,1.21894e+08,3.19831,42.8299,6.50244,42.8299
