index,time,SS:Japan__all,IS:Japan__all,SI:Japan__all,RS:Japan__all,SR:Japan__all,IR:Japan__all,RI:Japan__all,SQ:Japan__all,QS:Japan__all,QR:Japan__all,RQ:Japan__all,RR:Japan__all,obs_mean:EV71_JAP__IASR__inc,obs_mean:CA16_JAP__IASR__inc,obs_real:EV71_JAP__IASR__inc,obs_real:CA16_JAP__IASR__inc
0,0,5.43913e+07,671.394,3019.54,8.5789e+06,4.17288e+07,69.1153,63.9084,492317,51218.3,6992.73,21276.3,2.14338e+07,0,0,0,0
0,1,5.43966e+07,691.166,3070.76,8.57879e+06,4.17315e+07,71.1497,64.9849,491293,51706.6,7056,21214.4,2.14264e+07,0.509986,2.38148,1.37217,0
0,2,5.44016e+07,711.854,3124.32,8.57869e+06,4.17342e+07,73.2773,66.1113,490544,52241.1,7125.58,21164.6,2.14277e+07,0.525137,2.42249,0.557997,2.06072
0,3,5.44064e+07,733.425,3179.96,8.57859e+06,4.17367e+07,75.4956,67.2817,490070,52822.9,7201.63,21127,2.1429e+07,0.540952,2.46518,0.0351095,2.46056
0,4,5.4411e+07,755.919,3237.74,8.57849e+06,4.1739e+07,77.8089,68.4976,489873,53453.5,7284.33,21101.4,2.14303e+07,0.557443,2.50952,0.852378,0
0,5,5.44153e+07,779.362,3297.67,8.57841e+06,4.17412e+07,80.2197,69.7592,489954,54134.1,7373.85,21088.1,2.14315e+07,0.574635,2.55555,1.13615,2.8759
0,6,5.44194e+07,803.78,3359.76,8.57833e+06,4.17433e+07,82.7309,71.0663,490315,54866.1,7470.37,21087.1,2.14328e+07,0.592548,2.60326,0.204749,3.20475
0,7,5.44233e+07,829.194,3423.97,8.57826e+06,4.17453e+07,85.3445,72.4185,490957,55650.9,7574.1,21098.3,2.14341e+07,0.611199,2.65265,0,0.699143
0,8,5.4427e+07,855.62,3490.26,8.5782e+06,4.17472e+07,88.0624,73.815,491881,56489.9,7685.2,21121.8,2.14353e+07,0.630601,2.70368,1.06381,1.21344
0,9,5.44304e+07,883.069,3558.57,8.57815e+06,4.17489e+07,90.8857,75.2545,493087,57384.6,7803.87,21157.7,2.14366e+07,0.650766,2.75632,1.00573,1.30955
0,10,5.44335e+07,911.549,3628.82,8.57812e+06,4.17505e+07,93.8151,76.7353,494577,58336.2,7930.3,21205.9,2.14379e+07,0.6717,2.8105,0.149199,3.25654
0,11,5.44363e+07,941.06,3700.91,8.5781e+06,4.17521e+07,96.8507,78.2551,496349,59346.3,8064.67,21266.4,2.14391e+07,0.693407,2.86617,0,3.45255
0,12,5.44389e+07,971.596,3774.7,8.57809e+06,4.17535e+07,99.9919,79.8114,498404,60416,8207.15,21339.2,2.14404e+07,0.715883,2.92322,0,3.82288
0,13,5.44412e+07,1003.15,3850.05,8.5781e+06,4.17548e+07,103.238,81.4011,500741,61546.7,8357.91,21424.2,2.14417e+07,0.739123,2.98155,0,2.42612
0,14,5.44431e+07,1035.69,3926.8,8.57813e+06,4.17561e+07,106.586,83.0208,503356,62739.5,8517.1,21521.4,2.14429e+07,0.763115,3.04104,0.208071,3.49569
0,15,5.44448e+07,1069.2,4004.76,8.57818e+06,4.17573e+07,110.034,84.6665,506249,63995.5,8684.86,21630.5,2.14442e+07,0.787842,3.10154,0,4.14192
0,16,5.44462e+07,1103.65,4083.71,8.57825e+06,4.17584e+07,113.58,86.3341,509414,65315.6,8861.32,21751.5,2.14454e+07,0.813283,3.16292,0.754355,3.0273
0,17,5.44473e+07,1139,4163.46,8.57834e+06,4.17594e+07,117.218,88.0188,512849,66700.5,9046.58,21884.1,2.14467e+07,0.839412,3.22499,2.88444,2.25312
0,18,5.44481e+07,1175.2,4243.74,8.57846e+06,4.17603e+07,120.944,89.7159,516546,68151,9240.73,22028.2,2.14479e+07,0.866196,3.28759,2.93665,4.22852
0,19,5.44485e+07,1212.2,4324.33,8.5786e+06,4.17612e+07,124.753,91.42,520501,69667.5,9443.84,22183.3,2.14492e+07,0.893601,3.35051,3.22843,1.81608
0,20,5.44486e+07,1249.94,4404.97,8.57877e+06,4.17621e+07,128.64,93.126,524706,71250.4,9655.94,22349.3,2.14504e+07,0.921584,3.41357,0,3.56479
0,21,5.44485e+07,1288.37,4485.38,8.57897e+06,4.17629e+07,132.597,94.8282,529153,72899.7,9877.04,22525.8,2.14517e+07,0.950102,3.47657,0,4.76201
0,22,5.4448e+07,1327.41,4565.31,8.5792e+06,4.17637e+07,136.619,96.5212,533832,74615.3,10107.1,22712.3,2.1453e+07,0.979107,3.53929,0.93233,6.08936
0,23,5.44471e+07,1367,4644.49,8.57946e+06,4.17644e+07,140.698,98.1994,538734,76397.1,10346.2,22908.4,2.14542e+07,1.00855,3.60153,0,4.9414
0,24,5.4446e+07,1407.07,4722.67,8.57976e+06,4.17652e+07,144.827,99.8575,543848,78244.4,10594.1,23113.8,2.14555e+07,1.03837,3.66309,0.0762688,3.93879
0,25,5.44445e+07,1447.54,4799.58,8.5801e+06,4.17659e+07,148.999,101.49,549161,80156.7,10850.9,23327.8,2.14568e+07,1.06853,3.72376,1.12615,2.31151
0,26,5.44428e+07,1488.34,4875,8.58047e+06,4.17667e+07,153.206,103.092,554661,82132.9,11116.3,23549.9,2.1458e+07,1.09896,3.78335,2.2469,4.72838
0,27,5.44407e+07,1529.4,4948.7,8.58088e+06,4.17674e+07,157.441,104.659,560335,84172.2,11390.2,23779.6,2.14593e+07,1.12961,3.84168,1.24198,2.4329
0,28,5.44383e+07,1570.65,5020.46,8.58134e+06,4.17682e+07,161.697,106.187,566169,86273.1,11672.6,24016.2,2.14606e+07,1.16043,3.89858,2.35196,0
0,29,5.44356e+07,1612.02,5090.12,8.58184e+06,4.1769e+07,165.968,107.671,572149,88434.3,11963.1,24259.3,2.14619e+07,1.19137,3.9539,1.73146,5.14827
